"chr" "start" "end" "sample" "super_pop" "width" "index"
"HG02156" "1" 12345135.9 14444408.1 "HG02156" "EAS_" "0.109999999403954" 1263
"HG02155" "1" 12345135.9 14444408.1 "HG02155" "EAS_" "0.109999999403954" 1264
"HG02154" "1" 12345135.9 14444408.1 "HG02154" "EAS_" "0.109999999403954" 1265
"HG02153" "1" 12345135.9 14444408.1 "HG02153" "EAS_" "0.109999999403954" 1266
"HG02152" "1" 12345135.9 14444408.1 "HG02152" "EAS_" "0.109999999403954" 1267
"HG02151" "1" 12345135.9 14444408.1 "HG02151" "EAS_" "0.109999999403954" 1268
"HG02141" "1" 12345135.9 14444408.1 "HG02141" "EAS_" "0.109999999403954" 1269
"HG02140" "1" 12345135.9 14444408.1 "HG02140" "EAS_" "0.109999999403954" 1270
"HG02139" "1" 12345135.9 14444408.1 "HG02139" "EAS_" "0.109999999403954" 1271
"HG02138" "1" 12345135.9 14444408.1 "HG02138" "EAS_" "0.109999999403954" 1272
"HG02137" "1" 12345135.9 14444408.1 "HG02137" "EAS_" "0.109999999403954" 1273
"HG02136" "1" 12345135.9 14444408.1 "HG02136" "EAS_" "0.109999999403954" 1274
"HG02134" "1" 12345135.9 14444408.1 "HG02134" "EAS_" "0.109999999403954" 1275
"HG02133" "1" 12345135.9 14444408.1 "HG02133" "EAS_" "0.109999999403954" 1276
"HG02131" "1" 12345135.9 14444408.1 "HG02131" "EAS_" "0.109999999403954" 1277
"HG02130" "1" 12345135.9 14444408.1 "HG02130" "EAS_" "0.109999999403954" 1278
"HG02128" "1" 12345135.9 14444408.1 "HG02128" "EAS_" "0.109999999403954" 1279
"HG02127" "1" 12345135.9 14444408.1 "HG02127" "EAS_" "0.109999999403954" 1280
"HG02122" "1" 12345135.9 14444408.1 "HG02122" "EAS_" "0.109999999403954" 1281
"HG02121" "1" 12345135.9 14444408.1 "HG02121" "EAS_" "0.109999999403954" 1282
"HG02116" "1" 12345135.9 14444408.1 "HG02116" "EAS_" "0.109999999403954" 1283
"HG02113" "1" 12345135.9 14444408.1 "HG02113" "EAS_" "0.109999999403954" 1284
"HG02088" "1" 12345135.9 14444408.1 "HG02088" "EAS_" "0.109999999403954" 1285
"HG02087" "1" 12345135.9 14444408.1 "HG02087" "EAS_" "0.109999999403954" 1286
"HG02086" "1" 12345135.9 14444408.1 "HG02086" "EAS_" "0.109999999403954" 1287
"HG02085" "1" 12345135.9 14444408.1 "HG02085" "EAS_" "0.109999999403954" 1288
"HG02084" "1" 12345135.9 14444408.1 "HG02084" "EAS_" "0.109999999403954" 1289
"HG02082" "1" 12345135.9 14444408.1 "HG02082" "EAS_" "0.109999999403954" 1290
"HG02081" "1" 12345135.9 14444408.1 "HG02081" "EAS_" "0.109999999403954" 1291
"HG02079" "1" 12345135.9 14444408.1 "HG02079" "EAS_" "0.109999999403954" 1292
"HG02078" "1" 12345135.9 14444408.1 "HG02078" "EAS_" "0.109999999403954" 1293
"HG02076" "1" 12345135.9 14444408.1 "HG02076" "EAS_" "0.109999999403954" 1294
"HG02075" "1" 12345135.9 14444408.1 "HG02075" "EAS_" "0.109999999403954" 1295
"HG02073" "1" 12345135.9 14444408.1 "HG02073" "EAS_" "0.109999999403954" 1296
"HG02072" "1" 12345135.9 14444408.1 "HG02072" "EAS_" "0.109999999403954" 1297
"HG02070" "1" 12345135.9 14444408.1 "HG02070" "EAS_" "0.109999999403954" 1298
"HG02069" "1" 12345135.9 14444408.1 "HG02069" "EAS_" "0.109999999403954" 1299
"HG02067" "1" 12345135.9 14444408.1 "HG02067" "EAS_" "0.109999999403954" 1300
"HG02064" "1" 12345135.9 14444408.1 "HG02064" "EAS_" "0.109999999403954" 1301
"HG02061" "1" 12345135.9 14444408.1 "HG02061" "EAS_" "0.109999999403954" 1302
"HG02060" "1" 12345135.9 14444408.1 "HG02060" "EAS_" "0.109999999403954" 1303
"HG02058" "1" 12345135.9 14444408.1 "HG02058" "EAS_" "0.109999999403954" 1304
"HG02057" "1" 12345135.9 14444408.1 "HG02057" "EAS_" "0.109999999403954" 1305
"HG02050" "1" 12345135.9 14444408.1 "HG02050" "EAS_" "0.109999999403954" 1306
"HG02049" "1" 12345135.9 14444408.1 "HG02049" "EAS_" "0.109999999403954" 1307
"HG02048" "1" 12345135.9 14444408.1 "HG02048" "EAS_" "0.109999999403954" 1308
"HG02047" "1" 12345135.9 14444408.1 "HG02047" "EAS_" "0.109999999403954" 1309
"HG02040" "1" 12345135.9 14444408.1 "HG02040" "EAS_" "0.109999999403954" 1310
"HG02035" "1" 12345135.9 14444408.1 "HG02035" "EAS_" "0.109999999403954" 1311
"HG02032" "1" 12345135.9 14444408.1 "HG02032" "EAS_" "0.109999999403954" 1312
"HG02031" "1" 12345135.9 14444408.1 "HG02031" "EAS_" "0.109999999403954" 1313
"HG02029" "1" 12345135.9 14444408.1 "HG02029" "EAS_" "0.109999999403954" 1314
"HG02028" "1" 12345135.9 14444408.1 "HG02028" "EAS_" "0.109999999403954" 1315
"HG02026" "1" 12345135.9 14444408.1 "HG02026" "EAS_" "0.109999999403954" 1316
"HG02025" "1" 12345135.9 14444408.1 "HG02025" "EAS_" "0.109999999403954" 1317
"HG02023" "1" 12345135.9 14444408.1 "HG02023" "EAS_" "0.109999999403954" 1318
"HG02020" "1" 12345135.9 14444408.1 "HG02020" "EAS_" "0.109999999403954" 1319
"HG02019" "1" 12345135.9 14444408.1 "HG02019" "EAS_" "0.109999999403954" 1320
"HG02017" "1" 12345135.9 14444408.1 "HG02017" "EAS_" "0.109999999403954" 1321
"HG02016" "1" 12345135.9 14444408.1 "HG02016" "EAS_" "0.109999999403954" 1322
"HG01878" "1" 12345135.9 14444408.1 "HG01878" "EAS_" "0.109999999403954" 1323
"HG01873" "1" 12345135.9 14444408.1 "HG01873" "EAS_" "0.109999999403954" 1324
"HG01872" "1" 12345135.9 14444408.1 "HG01872" "EAS_" "0.109999999403954" 1325
"HG01871" "1" 12345135.9 14444408.1 "HG01871" "EAS_" "0.109999999403954" 1326
"HG01870" "1" 12345135.9 14444408.1 "HG01870" "EAS_" "0.109999999403954" 1327
"HG01869" "1" 12345135.9 14444408.1 "HG01869" "EAS_" "0.109999999403954" 1328
"HG01868" "1" 12345135.9 14444408.1 "HG01868" "EAS_" "0.109999999403954" 1329
"HG01867" "1" 12345135.9 14444408.1 "HG01867" "EAS_" "0.109999999403954" 1330
"HG01866" "1" 12345135.9 14444408.1 "HG01866" "EAS_" "0.109999999403954" 1331
"HG01865" "1" 12345135.9 14444408.1 "HG01865" "EAS_" "0.109999999403954" 1332
"HG01862" "1" 12345135.9 14444408.1 "HG01862" "EAS_" "0.109999999403954" 1333
"HG01861" "1" 12345135.9 14444408.1 "HG01861" "EAS_" "0.109999999403954" 1334
"HG01860" "1" 12345135.9 14444408.1 "HG01860" "EAS_" "0.109999999403954" 1335
"HG01859" "1" 12345135.9 14444408.1 "HG01859" "EAS_" "0.109999999403954" 1336
"HG01858" "1" 12345135.9 14444408.1 "HG01858" "EAS_" "0.109999999403954" 1337
"HG01855" "1" 12345135.9 14444408.1 "HG01855" "EAS_" "0.109999999403954" 1338
"HG01853" "1" 12345135.9 14444408.1 "HG01853" "EAS_" "0.109999999403954" 1339
"HG01852" "1" 12345135.9 14444408.1 "HG01852" "EAS_" "0.109999999403954" 1340
"HG01851" "1" 12345135.9 14444408.1 "HG01851" "EAS_" "0.109999999403954" 1341
"HG01850" "1" 12345135.9 14444408.1 "HG01850" "EAS_" "0.109999999403954" 1342
"HG01849" "1" 12345135.9 14444408.1 "HG01849" "EAS_" "0.109999999403954" 1343
"HG01848" "1" 12345135.9 14444408.1 "HG01848" "EAS_" "0.109999999403954" 1344
"HG01845" "1" 12345135.9 14444408.1 "HG01845" "EAS_" "0.109999999403954" 1345
"HG01844" "1" 12345135.9 14444408.1 "HG01844" "EAS_" "0.109999999403954" 1346
"HG01843" "1" 12345135.9 14444408.1 "HG01843" "EAS_" "0.109999999403954" 1347
"HG01842" "1" 12345135.9 14444408.1 "HG01842" "EAS_" "0.109999999403954" 1348
"HG01841" "1" 12345135.9 14444408.1 "HG01841" "EAS_" "0.109999999403954" 1349
"HG01840" "1" 12345135.9 14444408.1 "HG01840" "EAS_" "0.109999999403954" 1350
"HG01817" "1" 12345135.9 14444408.1 "HG01817" "EAS_" "0.109999999403954" 1351
"HG01816" "1" 12345135.9 14444408.1 "HG01816" "EAS_" "0.109999999403954" 1352
"HG01815" "1" 12345135.9 14444408.1 "HG01815" "EAS_" "0.109999999403954" 1353
"HG01813" "1" 12345135.9 14444408.1 "HG01813" "EAS_" "0.109999999403954" 1354
"HG01812" "1" 12345135.9 14444408.1 "HG01812" "EAS_" "0.109999999403954" 1355
"HG01811" "1" 12345135.9 14444408.1 "HG01811" "EAS_" "0.109999999403954" 1356
"HG01810" "1" 12345135.9 14444408.1 "HG01810" "EAS_" "0.109999999403954" 1357
"HG01809" "1" 12345135.9 14444408.1 "HG01809" "EAS_" "0.109999999403954" 1358
"HG01808" "1" 12345135.9 14444408.1 "HG01808" "EAS_" "0.109999999403954" 1359
"HG01807" "1" 12345135.9 14444408.1 "HG01807" "EAS_" "0.109999999403954" 1360
"HG01806" "1" 12345135.9 14444408.1 "HG01806" "EAS_" "0.109999999403954" 1361
"HG01805" "1" 12345135.9 14444408.1 "HG01805" "EAS_" "0.109999999403954" 1362
"HG01804" "1" 12345135.9 14444408.1 "HG01804" "EAS_" "0.109999999403954" 1363
"HG01802" "1" 12345135.9 14444408.1 "HG01802" "EAS_" "0.109999999403954" 1364
"HG01801" "1" 12345135.9 14444408.1 "HG01801" "EAS_" "0.109999999403954" 1365
"HG01800" "1" 12345135.9 14444408.1 "HG01800" "EAS_" "0.109999999403954" 1366
"HG01799" "1" 12345135.9 14444408.1 "HG01799" "EAS_" "0.109999999403954" 1367
"HG01798" "1" 12345135.9 14444408.1 "HG01798" "EAS_" "0.109999999403954" 1368
"HG01797" "1" 12345135.9 14444408.1 "HG01797" "EAS_" "0.109999999403954" 1369
"HG01796" "1" 12345135.9 14444408.1 "HG01796" "EAS_" "0.109999999403954" 1370
"HG01795" "1" 12345135.9 14444408.1 "HG01795" "EAS_" "0.109999999403954" 1371
"HG01794" "1" 12345135.9 14444408.1 "HG01794" "EAS_" "0.109999999403954" 1372
"HG01600" "1" 12345135.9 14444408.1 "HG01600" "EAS_" "0.109999999403954" 1373
"HG01599" "1" 12345135.9 14444408.1 "HG01599" "EAS_" "0.109999999403954" 1374
"HG01598" "1" 12345135.9 14444408.1 "HG01598" "EAS_" "0.109999999403954" 1375
"HG01597" "1" 12345135.9 14444408.1 "HG01597" "EAS_" "0.109999999403954" 1376
"HG01596" "1" 12345135.9 14444408.1 "HG01596" "EAS_" "0.109999999403954" 1377
"HG01595" "1" 12345135.9 14444408.1 "HG01595" "EAS_" "0.109999999403954" 1378
"HG01046" "1" 12345135.9 14444408.1 "HG01046" "EAS_" "0.109999999403954" 1379
"HG01031" "1" 12345135.9 14444408.1 "HG01031" "EAS_" "0.109999999403954" 1380
"HG01029" "1" 12345135.9 14444408.1 "HG01029" "EAS_" "0.109999999403954" 1381
"HG01028" "1" 12345135.9 14444408.1 "HG01028" "EAS_" "0.109999999403954" 1382
"HG00982" "1" 12345135.9 14444408.1 "HG00982" "EAS_" "0.109999999403954" 1383
"HG00978" "1" 12345135.9 14444408.1 "HG00978" "EAS_" "0.109999999403954" 1384
"HG00956" "1" 12345135.9 14444408.1 "HG00956" "EAS_" "0.109999999403954" 1385
"HG00881" "1" 12345135.9 14444408.1 "HG00881" "EAS_" "0.109999999403954" 1386
"HG00879" "1" 12345135.9 14444408.1 "HG00879" "EAS_" "0.109999999403954" 1387
"HG00867" "1" 12345135.9 14444408.1 "HG00867" "EAS_" "0.109999999403954" 1388
"HG00864" "1" 12345135.9 14444408.1 "HG00864" "EAS_" "0.109999999403954" 1389
"HG00851" "1" 12345135.9 14444408.1 "HG00851" "EAS_" "0.109999999403954" 1390
"HG00766" "1" 12345135.9 14444408.1 "HG00766" "EAS_" "0.109999999403954" 1391
"HG00759" "1" 12345135.9 14444408.1 "HG00759" "EAS_" "0.109999999403954" 1392
"HG00729" "1" 12345135.9 14444408.1 "HG00729" "EAS_" "0.109999999403954" 1393
"HG00728" "1" 12345135.9 14444408.1 "HG00728" "EAS_" "0.109999999403954" 1394
"HG00717" "1" 12345135.9 14444408.1 "HG00717" "EAS_" "0.109999999403954" 1395
"HG00708" "1" 12345135.9 14444408.1 "HG00708" "EAS_" "0.109999999403954" 1396
"HG00707" "1" 12345135.9 14444408.1 "HG00707" "EAS_" "0.109999999403954" 1397
"HG00705" "1" 12345135.9 14444408.1 "HG00705" "EAS_" "0.109999999403954" 1398
"HG00704" "1" 12345135.9 14444408.1 "HG00704" "EAS_" "0.109999999403954" 1399
"HG00701" "1" 12345135.9 14444408.1 "HG00701" "EAS_" "0.109999999403954" 1400
"HG00699" "1" 12345135.9 14444408.1 "HG00699" "EAS_" "0.109999999403954" 1401
"HG00698" "1" 12345135.9 14444408.1 "HG00698" "EAS_" "0.109999999403954" 1402
"HG00693" "1" 12345135.9 14444408.1 "HG00693" "EAS_" "0.109999999403954" 1403
"HG00692" "1" 12345135.9 14444408.1 "HG00692" "EAS_" "0.109999999403954" 1404
"HG00690" "1" 12345135.9 14444408.1 "HG00690" "EAS_" "0.109999999403954" 1405
"HG00689" "1" 12345135.9 14444408.1 "HG00689" "EAS_" "0.109999999403954" 1406
"HG00684" "1" 12345135.9 14444408.1 "HG00684" "EAS_" "0.109999999403954" 1407
"HG00683" "1" 12345135.9 14444408.1 "HG00683" "EAS_" "0.109999999403954" 1408
"HG00675" "1" 12345135.9 14444408.1 "HG00675" "EAS_" "0.109999999403954" 1409
"HG00674" "1" 12345135.9 14444408.1 "HG00674" "EAS_" "0.109999999403954" 1410
"HG00672" "1" 12345135.9 14444408.1 "HG00672" "EAS_" "0.109999999403954" 1411
"HG00663" "1" 12345135.9 14444408.1 "HG00663" "EAS_" "0.109999999403954" 1412
"HG00662" "1" 12345135.9 14444408.1 "HG00662" "EAS_" "0.109999999403954" 1413
"HG00657" "1" 12345135.9 14444408.1 "HG00657" "EAS_" "0.109999999403954" 1414
"HG00656" "1" 12345135.9 14444408.1 "HG00656" "EAS_" "0.109999999403954" 1415
"HG00654" "1" 12345135.9 14444408.1 "HG00654" "EAS_" "0.109999999403954" 1416
"HG00653" "1" 12345135.9 14444408.1 "HG00653" "EAS_" "0.109999999403954" 1417
"HG00651" "1" 12345135.9 14444408.1 "HG00651" "EAS_" "0.109999999403954" 1418
"HG00650" "1" 12345135.9 14444408.1 "HG00650" "EAS_" "0.109999999403954" 1419
"HG00634" "1" 12345135.9 14444408.1 "HG00634" "EAS_" "0.109999999403954" 1420
"HG00632" "1" 12345135.9 14444408.1 "HG00632" "EAS_" "0.109999999403954" 1421
"HG00631" "1" 12345135.9 14444408.1 "HG00631" "EAS_" "0.109999999403954" 1422
"HG00629" "1" 12345135.9 14444408.1 "HG00629" "EAS_" "0.109999999403954" 1423
"HG00628" "1" 12345135.9 14444408.1 "HG00628" "EAS_" "0.109999999403954" 1424
"HG00626" "1" 12345135.9 14444408.1 "HG00626" "EAS_" "0.109999999403954" 1425
"HG00625" "1" 12345135.9 14444408.1 "HG00625" "EAS_" "0.109999999403954" 1426
"HG00623" "1" 12345135.9 14444408.1 "HG00623" "EAS_" "0.109999999403954" 1427
"HG00622" "1" 12345135.9 14444408.1 "HG00622" "EAS_" "0.109999999403954" 1428
"HG00620" "1" 12345135.9 14444408.1 "HG00620" "EAS_" "0.109999999403954" 1429
"HG00619" "1" 12345135.9 14444408.1 "HG00619" "EAS_" "0.109999999403954" 1430
"HG00614" "1" 12345135.9 14444408.1 "HG00614" "EAS_" "0.109999999403954" 1431
"HG00613" "1" 12345135.9 14444408.1 "HG00613" "EAS_" "0.109999999403954" 1432
"HG00611" "1" 12345135.9 14444408.1 "HG00611" "EAS_" "0.109999999403954" 1433
"HG00610" "1" 12345135.9 14444408.1 "HG00610" "EAS_" "0.109999999403954" 1434
"HG00608" "1" 12345135.9 14444408.1 "HG00608" "EAS_" "0.109999999403954" 1435
"HG00607" "1" 12345135.9 14444408.1 "HG00607" "EAS_" "0.109999999403954" 1436
"HG00599" "1" 12345135.9 14444408.1 "HG00599" "EAS_" "0.109999999403954" 1437
"HG00598" "1" 12345135.9 14444408.1 "HG00598" "EAS_" "0.109999999403954" 1438
"HG00596" "1" 12345135.9 14444408.1 "HG00596" "EAS_" "0.109999999403954" 1439
"HG00595" "1" 12345135.9 14444408.1 "HG00595" "EAS_" "0.109999999403954" 1440
"HG00593" "1" 12345135.9 14444408.1 "HG00593" "EAS_" "0.109999999403954" 1441
"HG00592" "1" 12345135.9 14444408.1 "HG00592" "EAS_" "0.109999999403954" 1442
"HG00590" "1" 12345135.9 14444408.1 "HG00590" "EAS_" "0.109999999403954" 1443
"HG00589" "1" 12345135.9 14444408.1 "HG00589" "EAS_" "0.109999999403954" 1444
"HG00584" "1" 12345135.9 14444408.1 "HG00584" "EAS_" "0.109999999403954" 1445
"HG00583" "1" 12345135.9 14444408.1 "HG00583" "EAS_" "0.109999999403954" 1446
"HG00581" "1" 12345135.9 14444408.1 "HG00581" "EAS_" "0.109999999403954" 1447
"HG00580" "1" 12345135.9 14444408.1 "HG00580" "EAS_" "0.109999999403954" 1448
"HG00566" "1" 12345135.9 14444408.1 "HG00566" "EAS_" "0.109999999403954" 1449
"HG00565" "1" 12345135.9 14444408.1 "HG00565" "EAS_" "0.109999999403954" 1450
"HG00560" "1" 12345135.9 14444408.1 "HG00560" "EAS_" "0.109999999403954" 1451
"HG00559" "1" 12345135.9 14444408.1 "HG00559" "EAS_" "0.109999999403954" 1452
"HG00557" "1" 12345135.9 14444408.1 "HG00557" "EAS_" "0.109999999403954" 1453
"HG00556" "1" 12345135.9 14444408.1 "HG00556" "EAS_" "0.109999999403954" 1454
"HG00543" "1" 12345135.9 14444408.1 "HG00543" "EAS_" "0.109999999403954" 1455
"HG00542" "1" 12345135.9 14444408.1 "HG00542" "EAS_" "0.109999999403954" 1456
"HG00537" "1" 12345135.9 14444408.1 "HG00537" "EAS_" "0.109999999403954" 1457
"HG00536" "1" 12345135.9 14444408.1 "HG00536" "EAS_" "0.109999999403954" 1458
"HG00534" "1" 12345135.9 14444408.1 "HG00534" "EAS_" "0.109999999403954" 1459
"HG00533" "1" 12345135.9 14444408.1 "HG00533" "EAS_" "0.109999999403954" 1460
"HG00531" "1" 12345135.9 14444408.1 "HG00531" "EAS_" "0.109999999403954" 1461
"HG00530" "1" 12345135.9 14444408.1 "HG00530" "EAS_" "0.109999999403954" 1462
"HG00525" "1" 12345135.9 14444408.1 "HG00525" "EAS_" "0.109999999403954" 1463
"HG00524" "1" 12345135.9 14444408.1 "HG00524" "EAS_" "0.109999999403954" 1464
"HG00500" "1" 12345135.9 14444408.1 "HG00500" "EAS_" "0.109999999403954" 1465
"HG00479" "1" 12345135.9 14444408.1 "HG00479" "EAS_" "0.109999999403954" 1466
"HG00478" "1" 12345135.9 14444408.1 "HG00478" "EAS_" "0.109999999403954" 1467
"HG00476" "1" 12345135.9 14444408.1 "HG00476" "EAS_" "0.109999999403954" 1468
"HG00475" "1" 12345135.9 14444408.1 "HG00475" "EAS_" "0.109999999403954" 1469
"HG00473" "1" 12345135.9 14444408.1 "HG00473" "EAS_" "0.109999999403954" 1470
"HG00472" "1" 12345135.9 14444408.1 "HG00472" "EAS_" "0.109999999403954" 1471
"HG00464" "1" 12345135.9 14444408.1 "HG00464" "EAS_" "0.109999999403954" 1472
"HG00463" "1" 12345135.9 14444408.1 "HG00463" "EAS_" "0.109999999403954" 1473
"HG00458" "1" 12345135.9 14444408.1 "HG00458" "EAS_" "0.109999999403954" 1474
"HG00457" "1" 12345135.9 14444408.1 "HG00457" "EAS_" "0.109999999403954" 1475
"HG00452" "1" 12345135.9 14444408.1 "HG00452" "EAS_" "0.109999999403954" 1476
"HG00451" "1" 12345135.9 14444408.1 "HG00451" "EAS_" "0.109999999403954" 1477
"HG00449" "1" 12345135.9 14444408.1 "HG00449" "EAS_" "0.109999999403954" 1478
"HG00448" "1" 12345135.9 14444408.1 "HG00448" "EAS_" "0.109999999403954" 1479
"HG00446" "1" 12345135.9 14444408.1 "HG00446" "EAS_" "0.109999999403954" 1480
"HG00445" "1" 12345135.9 14444408.1 "HG00445" "EAS_" "0.109999999403954" 1481
"HG00443" "1" 12345135.9 14444408.1 "HG00443" "EAS_" "0.109999999403954" 1482
"HG00442" "1" 12345135.9 14444408.1 "HG00442" "EAS_" "0.109999999403954" 1483
"HG00437" "1" 12345135.9 14444408.1 "HG00437" "EAS_" "0.109999999403954" 1484
"HG00436" "1" 12345135.9 14444408.1 "HG00436" "EAS_" "0.109999999403954" 1485
"HG00428" "1" 12345135.9 14444408.1 "HG00428" "EAS_" "0.109999999403954" 1486
"HG00422" "1" 12345135.9 14444408.1 "HG00422" "EAS_" "0.109999999403954" 1487
"HG00421" "1" 12345135.9 14444408.1 "HG00421" "EAS_" "0.109999999403954" 1488
"HG00419" "1" 12345135.9 14444408.1 "HG00419" "EAS_" "0.109999999403954" 1489
"HG00410" "1" 12345135.9 14444408.1 "HG00410" "EAS_" "0.109999999403954" 1490
"HG00409" "1" 12345135.9 14444408.1 "HG00409" "EAS_" "0.109999999403954" 1491
"HG00407" "1" 12345135.9 14444408.1 "HG00407" "EAS_" "0.109999999403954" 1492
"HG00406" "1" 12345135.9 14444408.1 "HG00406" "EAS_" "0.109999999403954" 1493
"HG00404" "1" 12345135.9 14444408.1 "HG00404" "EAS_" "0.109999999403954" 1494
"HG00403" "1" 12345135.9 14444408.1 "HG00403" "EAS_" "0.109999999403954" 1495
"NA19795" "1" 12345135.9 14444408.1 "NA19795" "AMR_" "0.109999999403954" 1496
"NA19794" "1" 12345135.9 14444408.1 "NA19794" "AMR_" "0.109999999403954" 1497
"NA19792" "1" 12345135.9 14444408.1 "NA19792" "AMR_" "0.109999999403954" 1498
"NA19789" "1" 12345135.9 14444408.1 "NA19789" "AMR_" "0.109999999403954" 1499
"NA19788" "1" 12345135.9 14444408.1 "NA19788" "AMR_" "0.109999999403954" 1500
"NA19786" "1" 12345135.9 14444408.1 "NA19786" "AMR_" "0.109999999403954" 1501
"NA19785" "1" 12345135.9 14444408.1 "NA19785" "AMR_" "0.109999999403954" 1502
"NA19783" "1" 12345135.9 14444408.1 "NA19783" "AMR_" "0.109999999403954" 1503
"NA19782" "1" 12345135.9 14444408.1 "NA19782" "AMR_" "0.109999999403954" 1504
"NA19780" "1" 12345135.9 14444408.1 "NA19780" "AMR_" "0.109999999403954" 1505
"NA19779" "1" 12345135.9 14444408.1 "NA19779" "AMR_" "0.109999999403954" 1506
"NA19777" "1" 12345135.9 14444408.1 "NA19777" "AMR_" "0.109999999403954" 1507
"NA19776" "1" 12345135.9 14444408.1 "NA19776" "AMR_" "0.109999999403954" 1508
"NA19774" "1" 12345135.9 14444408.1 "NA19774" "AMR_" "0.109999999403954" 1509
"NA19773" "1" 12345135.9 14444408.1 "NA19773" "AMR_" "0.109999999403954" 1510
"NA19771" "1" 12345135.9 14444408.1 "NA19771" "AMR_" "0.109999999403954" 1511
"NA19770" "1" 12345135.9 14444408.1 "NA19770" "AMR_" "0.109999999403954" 1512
"NA19764" "1" 12345135.9 14444408.1 "NA19764" "AMR_" "0.109999999403954" 1513
"NA19762" "1" 12345135.9 14444408.1 "NA19762" "AMR_" "0.109999999403954" 1514
"NA19761" "1" 12345135.9 14444408.1 "NA19761" "AMR_" "0.109999999403954" 1515
"NA19759" "1" 12345135.9 14444408.1 "NA19759" "AMR_" "0.109999999403954" 1516
"NA19758" "1" 12345135.9 14444408.1 "NA19758" "AMR_" "0.109999999403954" 1517
"NA19756" "1" 12345135.9 14444408.1 "NA19756" "AMR_" "0.109999999403954" 1518
"NA19755" "1" 12345135.9 14444408.1 "NA19755" "AMR_" "0.109999999403954" 1519
"NA19752" "1" 12345135.9 14444408.1 "NA19752" "AMR_" "0.109999999403954" 1520
"NA19750" "1" 12345135.9 14444408.1 "NA19750" "AMR_" "0.109999999403954" 1521
"NA19749" "1" 12345135.9 14444408.1 "NA19749" "AMR_" "0.109999999403954" 1522
"NA19747" "1" 12345135.9 14444408.1 "NA19747" "AMR_" "0.109999999403954" 1523
"NA19746" "1" 12345135.9 14444408.1 "NA19746" "AMR_" "0.109999999403954" 1524
"NA19741" "1" 12345135.9 14444408.1 "NA19741" "AMR_" "0.109999999403954" 1525
"NA19740" "1" 12345135.9 14444408.1 "NA19740" "AMR_" "0.109999999403954" 1526
"NA19735" "1" 12345135.9 14444408.1 "NA19735" "AMR_" "0.109999999403954" 1527
"NA19734" "1" 12345135.9 14444408.1 "NA19734" "AMR_" "0.109999999403954" 1528
"NA19732" "1" 12345135.9 14444408.1 "NA19732" "AMR_" "0.109999999403954" 1529
"NA19731" "1" 12345135.9 14444408.1 "NA19731" "AMR_" "0.109999999403954" 1530
"NA19729" "1" 12345135.9 14444408.1 "NA19729" "AMR_" "0.109999999403954" 1531
"NA19728" "1" 12345135.9 14444408.1 "NA19728" "AMR_" "0.109999999403954" 1532
"NA19726" "1" 12345135.9 14444408.1 "NA19726" "AMR_" "0.109999999403954" 1533
"NA19725" "1" 12345135.9 14444408.1 "NA19725" "AMR_" "0.109999999403954" 1534
"NA19723" "1" 12345135.9 14444408.1 "NA19723" "AMR_" "0.109999999403954" 1535
"NA19722" "1" 12345135.9 14444408.1 "NA19722" "AMR_" "0.109999999403954" 1536
"NA19720" "1" 12345135.9 14444408.1 "NA19720" "AMR_" "0.109999999403954" 1537
"NA19719" "1" 12345135.9 14444408.1 "NA19719" "AMR_" "0.109999999403954" 1538
"NA19717" "1" 12345135.9 14444408.1 "NA19717" "AMR_" "0.109999999403954" 1539
"NA19716" "1" 12345135.9 14444408.1 "NA19716" "AMR_" "0.109999999403954" 1540
"NA19684" "1" 12345135.9 14444408.1 "NA19684" "AMR_" "0.109999999403954" 1541
"NA19682" "1" 12345135.9 14444408.1 "NA19682" "AMR_" "0.109999999403954" 1542
"NA19681" "1" 12345135.9 14444408.1 "NA19681" "AMR_" "0.109999999403954" 1543
"NA19679" "1" 12345135.9 14444408.1 "NA19679" "AMR_" "0.109999999403954" 1544
"NA19678" "1" 12345135.9 14444408.1 "NA19678" "AMR_" "0.109999999403954" 1545
"NA19676" "1" 12345135.9 14444408.1 "NA19676" "AMR_" "0.109999999403954" 1546
"NA19670" "1" 12345135.9 14444408.1 "NA19670" "AMR_" "0.109999999403954" 1547
"NA19669" "1" 12345135.9 14444408.1 "NA19669" "AMR_" "0.109999999403954" 1548
"NA19664" "1" 12345135.9 14444408.1 "NA19664" "AMR_" "0.109999999403954" 1549
"NA19663" "1" 12345135.9 14444408.1 "NA19663" "AMR_" "0.109999999403954" 1550
"NA19661" "1" 12345135.9 14444408.1 "NA19661" "AMR_" "0.109999999403954" 1551
"NA19658" "1" 12345135.9 14444408.1 "NA19658" "AMR_" "0.109999999403954" 1552
"NA19657" "1" 12345135.9 14444408.1 "NA19657" "AMR_" "0.109999999403954" 1553
"NA19655" "1" 12345135.9 14444408.1 "NA19655" "AMR_" "0.109999999403954" 1554
"NA19654" "1" 12345135.9 14444408.1 "NA19654" "AMR_" "0.109999999403954" 1555
"NA19652" "1" 12345135.9 14444408.1 "NA19652" "AMR_" "0.109999999403954" 1556
"NA19651" "1" 12345135.9 14444408.1 "NA19651" "AMR_" "0.109999999403954" 1557
"NA19649" "1" 12345135.9 14444408.1 "NA19649" "AMR_" "0.109999999403954" 1558
"NA19648" "1" 12345135.9 14444408.1 "NA19648" "AMR_" "0.109999999403954" 1559
